date,p_1cp_hourly_summer,p_top5_hourly_summer,ph_00,ph_01,ph_02,ph_03,ph_04,ph_05,ph_06,ph_07,ph_08,ph_09,ph_10,ph_11,ph_12,ph_13,ph_14,ph_15,ph_16,ph_17,ph_18,ph_19,ph_20,ph_21,ph_22,ph_23,peak_hour_mlh,sig_1cp_bin_0p5,sig_1cp_band,sig_top5_bin_0p5,sig_top5_band,p_4cp_hourly_monthlyTop4,p_4cp_daily_monthlyTop4,sig_4cp_hourly_bin_0p5,sig_4cp_hourly_band,sig_4cp_daily_bin_0p5,sig_4cp_daily_band
2023-07-27,0.116,0.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.001,0.015,0.0515,0.065,0.087,0.087,0.173,0.304,0.142,0.055,0.0125,0.006,0.0005,18,0,GREEN,0,GREEN,0.1445,0.4185,0,GREEN,0,YELLOW
2023-07-28,0.1145,0.1575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.006,0.0255,0.0615,0.1095,0.095,0.0945,0.1895,0.2705,0.1035,0.03,0.0085,0.004,0.0,18,0,GREEN,0,GREEN,0.1455,0.3495,0,GREEN,0,GREEN
2023-07-29,0.0175,0.0325,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.017,0.0665,0.047,0.085,0.1665,0.1135,0.252,0.1295,0.09,0.0175,0.0095,0.0015,18,0,GREEN,0,GREEN,0.0235,0.103,0,GREEN,0,GREEN
2023-07-30,0.0035,0.007,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.0095,0.028,0.019,0.067,0.4745,0.254,0.077,0.049,0.0115,0.0025,18,0,GREEN,0,GREEN,0.003,0.034,0,GREEN,0,GREEN
2023-07-31,0.0215,0.0405,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0095,0.03,0.041,0.039,0.086,0.434,0.2325,0.086,0.027,0.0115,0.001,18,0,GREEN,0,GREEN,0.032,0.113,0,GREEN,0,GREEN
2023-08-01,0.0115,0.0225,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.007,0.0195,0.029,0.032,0.084,0.388,0.2895,0.088,0.0355,0.022,0.0025,18,0,GREEN,0,GREEN,,,0,,0,
2023-08-02,0.0235,0.041,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.008,0.0205,0.0335,0.04,0.1,0.3915,0.2815,0.0755,0.032,0.014,0.0015,18,0,GREEN,0,GREEN,0.9965,,1,RED,0,
2023-08-03,0.049,0.074,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.014,0.0285,0.0485,0.063,0.1385,0.364,0.245,0.0595,0.023,0.0105,0.0005,18,0,GREEN,0,GREEN,0.9975,,1,RED,0,
2023-08-04,0.023,0.0405,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.007,0.025,0.0505,0.081,0.072,0.1295,0.347,0.218,0.0385,0.019,0.008,0.0005,18,0,GREEN,0,GREEN,0.232,,0,GREEN,0,
2023-08-05,0.0,0.0015,0.0065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.018,0.046,0.103,0.078,0.1105,0.2,0.2005,0.185,0.026,0.0195,0.0025,19,0,GREEN,0,GREEN,0.0495,0.474,0,GREEN,0,YELLOW
2023-08-06,0.0,0.0005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0025,0.0095,0.026,0.0175,0.0635,0.2505,0.319,0.16,0.1195,0.023,0.0035,19,0,GREEN,0,GREEN,0.031,0.357,0,GREEN,0,GREEN
2023-08-07,0.0015,0.0045,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0045,0.0135,0.0155,0.0485,0.1115,0.5145,0.175,0.055,0.0475,0.01,0.0015,18,0,GREEN,0,GREEN,0.084,0.6675,0,GREEN,1,ORANGE
2023-08-08,0.041,0.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0195,0.0255,0.067,0.026,0.097,0.401,0.2725,0.051,0.0225,0.0115,0.0005,18,0,GREEN,0,GREEN,0.308,0.996,0,GREEN,1,RED
2023-08-09,0.036,0.0545,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0085,0.023,0.0335,0.0405,0.1135,0.396,0.2835,0.059,0.028,0.0125,0.0005,18,0,GREEN,0,GREEN,0.2745,0.967,0,GREEN,1,RED
2023-08-10,0.0525,0.078,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0065,0.019,0.046,0.0655,0.065,0.1285,0.3585,0.2305,0.046,0.025,0.008,0.0005,18,0,GREEN,0,GREEN,0.2715,0.9785,0,GREEN,1,RED
2023-08-11,0.0055,0.013,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0175,0.0555,0.0535,0.061,0.103,0.3065,0.2855,0.059,0.035,0.0145,0.0025,18,0,GREEN,0,GREEN,0.0885,0.3555,0,GREEN,0,GREEN
2023-08-12,0.0025,0.008,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0335,0.068,0.1395,0.167,0.148,0.1595,0.1505,0.085,0.0215,0.014,0.0025,16,0,GREEN,0,GREEN,0.0745,0.329,0,GREEN,0,GREEN
2023-08-13,0.0,0.0005,0.0055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.0045,0.0235,0.026,0.088,0.392,0.246,0.0695,0.121,0.017,0.003,18,0,GREEN,0,GREEN,0.021,0.1535,0,GREEN,0,GREEN
2023-08-14,0.022,0.0385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.013,0.029,0.0375,0.045,0.0985,0.378,0.297,0.0565,0.0315,0.0115,0.0005,18,0,GREEN,0,GREEN,0.165,0.5925,0,GREEN,1,YELLOW
2023-08-15,0.0255,0.0435,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0135,0.0305,0.0485,0.045,0.101,0.3885,0.2695,0.0555,0.032,0.0125,0.0005,18,0,GREEN,0,GREEN,0.177,0.6215,0,GREEN,1,ORANGE
2023-08-16,0.0255,0.044,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.015,0.031,0.0425,0.043,0.105,0.409,0.2585,0.0505,0.0295,0.012,0.0005,18,0,GREEN,0,GREEN,0.179,0.6295,0,GREEN,1,ORANGE
2023-08-17,0.036,0.053,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0145,0.031,0.051,0.047,0.1065,0.4185,0.2365,0.0505,0.0275,0.011,0.0005,18,0,GREEN,0,GREEN,0.2075,0.4265,0,GREEN,0,YELLOW
2023-08-18,0.009,0.0175,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.008,0.0285,0.048,0.066,0.0585,0.1075,0.3495,0.252,0.0405,0.025,0.011,0.001,18,0,GREEN,0,GREEN,0.1075,0.227,0,GREEN,0,GREEN
2023-08-19,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0085,0.016,0.0385,0.0455,0.11,0.249,0.277,0.1685,0.0405,0.03,0.0035,19,0,GREEN,0,GREEN,0.0055,0.037,0,GREEN,0,GREEN
2023-08-20,0.0,0.0005,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.011,0.0125,0.025,0.027,0.058,0.156,0.339,0.16,0.1735,0.032,0.0025,19,0,GREEN,0,GREEN,0.0175,0.0665,0,GREEN,0,GREEN
