\\Hourly Demand Report,,,
\\Created at 2025-01-31 07:30:15,,,
\\For 2024,,,
Date,Hour,Market Demand,Ontario Demand
1/01/2024,1,17091,14482
1/01/2024,2,16658,14180
1/01/2024,3,16233,13722
1/01/2024,4,15909,13637
1/01/2024,5,15998,13697
1/01/2024,6,16331,13787
1/01/2024,7,16493,14055
1/01/2024,8,17486,14481
1/01/2024,9,17687,14708
1/01/2024,10,17549,14890
1/01/2024,11,17884,15240
1/01/2024,12,18180,15564
1/01/2024,13,18113,15920
1/01/2024,14,18441,16072
1/01/2024,15,18793,16339
1/01/2024,16,18759,16538
1/01/2024,17,19466,17147
1/01/2024,18,20424,17805
1/01/2024,19,20477,17525
1/01/2024,20,19970,17261
1/01/2024,21,19202,16822
1/01/2024,22,18650,16303
1/01/2024,23,17643,15410
1/01/2024,24,16889,14694
2/01/2024,1,16372,14124
2/01/2024,2,16045,13796
2/01/2024,3,15915,13617
2/01/2024,4,15867,13500
2/01/2024,5,16263,13714
2/01/2024,6,17131,14196
2/01/2024,7,18250,15381
2/01/2024,8,19543,16411
2/01/2024,9,19848,16839
2/01/2024,10,20284,17215
2/01/2024,11,20635,17519
2/01/2024,12,20988,17606
2/01/2024,13,20963,17648
2/01/2024,14,20765,17644
2/01/2024,15,21011,17684
2/01/2024,16,21431,17964
2/01/2024,17,22185,18402
2/01/2024,18,23001,19035
2/01/2024,19,22917,18688
2/01/2024,20,22672,18384
2/01/2024,21,22399,18027
2/01/2024,22,21585,17361
2/01/2024,23,20169,16334
2/01/2024,24,19213,15456
3/01/2024,1,18284,14780
3/01/2024,2,18083,14444
3/01/2024,3,17575,14189
3/01/2024,4,17483,14184
3/01/2024,5,17635,14401
3/01/2024,6,18751,14909
3/01/2024,7,19826,15851
3/01/2024,8,20963,17068
3/01/2024,9,21094,17643
3/01/2024,10,21303,18022
3/01/2024,11,21217,18192
3/01/2024,12,21227,18354
3/01/2024,13,20872,18257
3/01/2024,14,20933,18207
3/01/2024,15,20979,18255
3/01/2024,16,21242,18476
3/01/2024,17,21913,18928
3/01/2024,18,22238,19452
3/01/2024,19,22259,19015
3/01/2024,20,22231,18843
3/01/2024,21,21150,18418
3/01/2024,22,20874,17725
3/01/2024,23,19939,16766
3/01/2024,24,18916,15698
4/01/2024,1,18343,14981
4/01/2024,2,18706,14838
4/01/2024,3,18787,14576
4/01/2024,4,18666,14579
4/01/2024,5,18949,14825
4/01/2024,6,19417,15275
4/01/2024,7,20538,16375
4/01/2024,8,22054,17597
4/01/2024,9,22203,18143
4/01/2024,10,21909,18286
4/01/2024,11,21999,18076
4/01/2024,12,21155,17753
4/01/2024,13,20980,17465
4/01/2024,14,20430,17312
4/01/2024,15,20868,17580
4/01/2024,16,21303,18241
4/01/2024,17,22242,19035
4/01/2024,18,23490,19981
4/01/2024,19,22648,19718
4/01/2024,20,22587,19498
4/01/2024,21,22367,19186
4/01/2024,22,21806,18603
4/01/2024,23,20780,17574
4/01/2024,24,20308,16736
5/01/2024,1,19895,16002
5/01/2024,2,19182,15638
5/01/2024,3,19115,15335
5/01/2024,4,18829,15223
5/01/2024,5,19071,15387
5/01/2024,6,19455,15768
5/01/2024,7,20673,16789
5/01/2024,8,21085,17717
5/01/2024,9,21676,18250
5/01/2024,10,21613,18473
5/01/2024,11,21664,18635
5/01/2024,12,22052,18775
5/01/2024,13,22011,18780
5/01/2024,14,22192,18830
5/01/2024,15,21852,18835
5/01/2024,16,21438,18847
5/01/2024,17,22117,19122
5/01/2024,18,22165,19536
5/01/2024,19,21578,19079
5/01/2024,20,21644,18802
5/01/2024,21,21530,18617
5/01/2024,22,21101,18012
5/01/2024,23,20451,17178
5/01/2024,24,19310,16220
6/01/2024,1,18623,15542
6/01/2024,2,17812,15073
6/01/2024,3,17492,14709
6/01/2024,4,17582,14625
6/01/2024,5,17552,14546
6/01/2024,6,18012,14898
6/01/2024,7,18675,15388
6/01/2024,8,19637,15970
6/01/2024,9,20383,16495
6/01/2024,10,20707,17058
6/01/2024,11,21102,17497
6/01/2024,12,21326,18055
6/01/2024,13,21490,18364
6/01/2024,14,21354,18031
6/01/2024,15,21192,17980
6/01/2024,16,21350,18121
6/01/2024,17,21423,18561
6/01/2024,18,21469,19074
6/01/2024,19,21111,18752
6/01/2024,20,20917,18547
6/01/2024,21,20570,18122
6/01/2024,22,20283,17701
6/01/2024,23,19937,16995
6/01/2024,24,19132,16190
7/01/2024,1,17940,15516
7/01/2024,2,17497,15098
7/01/2024,3,17203,14948
7/01/2024,4,17155,14862
7/01/2024,5,16973,14967
7/01/2024,6,17622,15118
7/01/2024,7,18100,15424
7/01/2024,8,19137,16013
7/01/2024,9,19718,16603
7/01/2024,10,20116,17152
7/01/2024,11,20614,17625
7/01/2024,12,20715,17921
7/01/2024,13,20554,18094
7/01/2024,14,20612,18021
7/01/2024,15,20745,17860
7/01/2024,16,20784,17942
7/01/2024,17,21327,18512
7/01/2024,18,21970,19192
7/01/2024,19,21771,18900
7/01/2024,20,21421,18454
7/01/2024,21,21047,18018
7/01/2024,22,20246,17312
7/01/2024,23,18926,16296
7/01/2024,24,18009,15521
8/01/2024,1,17214,15036
8/01/2024,2,16876,14460
8/01/2024,3,16820,14284
8/01/2024,4,16501,14257
8/01/2024,5,17028,14442
8/01/2024,6,17812,15113
8/01/2024,7,19536,16550
8/01/2024,8,21081,17970
8/01/2024,9,20964,18437
8/01/2024,10,20599,18577
8/01/2024,11,20195,18515
8/01/2024,12,19898,18450
8/01/2024,13,19919,18450
8/01/2024,14,20026,18499
8/01/2024,15,20456,18584
8/01/2024,16,20690,18701
8/01/2024,17,20914,19120
8/01/2024,18,21526,19665
8/01/2024,19,21091,19106
8/01/2024,20,20896,18775
8/01/2024,21,20764,18373
8/01/2024,22,19408,17369
8/01/2024,23,18993,16513
8/01/2024,24,18086,15340
9/01/2024,1,17615,14715
9/01/2024,2,16899,14208
9/01/2024,3,16768,14049
9/01/2024,4,16920,14051
9/01/2024,5,17271,14226
9/01/2024,6,17771,14849
9/01/2024,7,18999,16015
9/01/2024,8,20454,17510
9/01/2024,9,21250,18170
9/01/2024,10,20728,18258
9/01/2024,11,20742,18763
9/01/2024,12,21103,19315
9/01/2024,13,21366,19412
9/01/2024,14,21622,19517
9/01/2024,15,21281,19422
9/01/2024,16,20890,19131
9/01/2024,17,21034,19460
9/01/2024,18,21929,19996
9/01/2024,19,21865,19383
9/01/2024,20,21334,18966
9/01/2024,21,20723,18512
9/01/2024,22,20027,17668
9/01/2024,23,19362,16533
9/01/2024,24,18584,15447
10/01/2024,1,17844,14709
10/01/2024,2,17387,14208
10/01/2024,3,17448,13965
10/01/2024,4,17502,13892
10/01/2024,5,17836,14069
10/01/2024,6,18542,14599
10/01/2024,7,19352,15811
10/01/2024,8,20436,17254
10/01/2024,9,20838,17807
10/01/2024,10,20522,17763
10/01/2024,11,20462,17729
10/01/2024,12,20423,17967
10/01/2024,13,20290,17898
10/01/2024,14,20407,18096
10/01/2024,15,20446,18118
10/01/2024,16,20455,18233
10/01/2024,17,21336,18825
10/01/2024,18,21652,19538
10/01/2024,19,21008,19180
10/01/2024,20,20762,18887
10/01/2024,21,20368,18516
10/01/2024,22,19940,17972
10/01/2024,23,19188,16995
10/01/2024,24,18075,15934
11/01/2024,1,17378,15320
11/01/2024,2,16728,14905
11/01/2024,3,16379,14635
11/01/2024,4,16497,14641
11/01/2024,5,16632,14852
11/01/2024,6,16926,15404
11/01/2024,7,18459,16679
11/01/2024,8,20037,18278
11/01/2024,9,20213,18714
11/01/2024,10,20437,18822
11/01/2024,11,20215,18845
11/01/2024,12,20226,18948
11/01/2024,13,19914,18870
11/01/2024,14,19692,18532
11/01/2024,15,19781,18494
11/01/2024,16,19946,18567
11/01/2024,17,20665,18935
11/01/2024,18,21105,19547
11/01/2024,19,20925,19252
11/01/2024,20,20583,18983
11/01/2024,21,19879,18611
11/01/2024,22,19292,18005
11/01/2024,23,18614,16971
11/01/2024,24,17863,16166
12/01/2024,1,17108,15533
12/01/2024,2,16695,15144
12/01/2024,3,16447,14928
12/01/2024,4,16583,14916
12/01/2024,5,16904,15167
12/01/2024,6,17551,15545
12/01/2024,7,18185,16563
12/01/2024,8,19939,18045
12/01/2024,9,20221,18511
12/01/2024,10,19999,18262
12/01/2024,11,20000,18390
12/01/2024,12,20321,18516
12/01/2024,13,20028,18430
12/01/2024,14,20053,18345
12/01/2024,15,20257,18459
12/01/2024,16,20136,18552
12/01/2024,17,20717,19119
12/01/2024,18,21175,19530
12/01/2024,19,20682,19148
12/01/2024,20,20378,18953
12/01/2024,21,20546,18868
12/01/2024,22,19889,18203
12/01/2024,23,19216,16999
12/01/2024,24,18419,16003
13/01/2024,1,18248,15341
13/01/2024,2,17943,14726
13/01/2024,3,17884,14298
13/01/2024,4,17961,14311
13/01/2024,5,18029,14378
13/01/2024,6,18160,14608
13/01/2024,7,18386,15245
13/01/2024,8,18137,15700
13/01/2024,9,18030,16279
13/01/2024,10,18302,16878
13/01/2024,11,18881,17463
13/01/2024,12,19781,17910
13/01/2024,13,20554,18054
13/01/2024,14,20394,18028
13/01/2024,15,20587,17973
13/01/2024,16,20313,18078
13/01/2024,17,20786,18413
13/01/2024,18,21118,18991
13/01/2024,19,21222,18822
13/01/2024,20,20634,18254
13/01/2024,21,20129,17884
13/01/2024,22,19783,17379
13/01/2024,23,18675,16481
13/01/2024,24,18567,15697
14/01/2024,1,18198,15229
14/01/2024,2,18389,14863
14/01/2024,3,18236,14631
14/01/2024,4,18208,14475
14/01/2024,5,18510,14604
14/01/2024,6,18135,14845
14/01/2024,7,18392,15300
14/01/2024,8,18828,15844
14/01/2024,9,19516,16446
14/01/2024,10,19844,16947
14/01/2024,11,20111,17156
14/01/2024,12,20038,17303
14/01/2024,13,19761,17388
14/01/2024,14,20052,17522
14/01/2024,15,20537,17597
14/01/2024,16,21253,18039
14/01/2024,17,22008,18759
14/01/2024,18,22948,19676
14/01/2024,19,23129,19594
14/01/2024,20,22471,19122
14/01/2024,21,21918,18796
14/01/2024,22,21149,18276
14/01/2024,23,20291,17444
14/01/2024,24,19866,16678
15/01/2024,1,18851,15838
15/01/2024,2,18898,15599
15/01/2024,3,18946,15437
15/01/2024,4,18977,15609
15/01/2024,5,19115,15884
15/01/2024,6,19633,16518
15/01/2024,7,20999,17882
15/01/2024,8,23013,19438
15/01/2024,9,23702,19933
15/01/2024,10,23126,19620
15/01/2024,11,22941,19252
15/01/2024,12,21755,18883
15/01/2024,13,21474,18755
15/01/2024,14,21234,18747
15/01/2024,15,21871,18897
15/01/2024,16,22453,19288
15/01/2024,17,22246,20040
15/01/2024,18,24029,20880
15/01/2024,19,24083,20603
15/01/2024,20,23872,20174
15/01/2024,21,23799,19837
15/01/2024,22,22729,19145
15/01/2024,23,21357,18159
15/01/2024,24,20039,17236
16/01/2024,1,19991,16692
16/01/2024,2,19338,16124
16/01/2024,3,19236,15954
16/01/2024,4,19376,16028
16/01/2024,5,19203,16253
16/01/2024,6,20535,16893
16/01/2024,7,21888,18189
16/01/2024,8,23261,19611
16/01/2024,9,23507,20016
16/01/2024,10,23820,19965
16/01/2024,11,23901,20010
16/01/2024,12,23614,19864
16/01/2024,13,23015,19450
16/01/2024,14,22722,19051
16/01/2024,15,22847,18927
16/01/2024,16,23052,19010
16/01/2024,17,23703,19826
16/01/2024,18,24737,20695
16/01/2024,19,24795,20714
16/01/2024,20,24170,20372
16/01/2024,21,23727,20019
16/01/2024,22,23148,19281
16/01/2024,23,21062,18177
16/01/2024,24,19977,17248
17/01/2024,1,19519,16747
17/01/2024,2,19459,16383
17/01/2024,3,19540,16307
17/01/2024,4,19700,16371
17/01/2024,5,19847,16525
17/01/2024,6,20258,16940
17/01/2024,7,21118,18227
17/01/2024,8,22756,19674
17/01/2024,9,23246,20034
17/01/2024,10,23060,19818
17/01/2024,11,22552,19728
17/01/2024,12,22638,19550
17/01/2024,13,22397,19105
17/01/2024,14,22147,18988
17/01/2024,15,22261,18969
17/01/2024,16,22269,19078
17/01/2024,17,22694,19503
17/01/2024,18,23444,20318
17/01/2024,19,23489,20348
17/01/2024,20,23419,20144
17/01/2024,21,22989,19856
17/01/2024,22,22711,19286
17/01/2024,23,21434,18200
17/01/2024,24,19914,17106
18/01/2024,1,19644,16543
18/01/2024,2,19160,16312
18/01/2024,3,18874,16092
18/01/2024,4,19038,16032
18/01/2024,5,19469,16242
18/01/2024,6,20503,16985
18/01/2024,7,21689,18337
18/01/2024,8,22281,19617
18/01/2024,9,22330,19890
18/01/2024,10,22563,19796
18/01/2024,11,22567,19860
18/01/2024,12,22340,19584
18/01/2024,13,21938,19760
18/01/2024,14,22494,19554
18/01/2024,15,21713,19214
18/01/2024,16,22083,19301
18/01/2024,17,22329,19880
18/01/2024,18,22739,20440
18/01/2024,19,22517,20306
18/01/2024,20,22375,20122
18/01/2024,21,22070,19761
18/01/2024,22,21048,19080
18/01/2024,23,20098,17850
18/01/2024,24,19486,16959
19/01/2024,1,19114,16312
19/01/2024,2,18983,15893
19/01/2024,3,18765,15734
19/01/2024,4,18765,15751
19/01/2024,5,19189,16033
19/01/2024,6,19899,16544
19/01/2024,7,20988,17865
19/01/2024,8,22202,19325
19/01/2024,9,22032,19669
19/01/2024,10,21361,19660
19/01/2024,11,21526,19677
19/01/2024,12,21171,19701
19/01/2024,13,20586,19402
19/01/2024,14,21426,19693
19/01/2024,15,21497,19682
19/01/2024,16,22569,19457
19/01/2024,17,22926,19912
19/01/2024,18,24134,20626
19/01/2024,19,23984,20505
19/01/2024,20,23834,20399
19/01/2024,21,23730,20295
19/01/2024,22,22556,19373
19/01/2024,23,21173,18479
19/01/2024,24,20382,17700
20/01/2024,1,20075,17158
20/01/2024,2,19579,16709
20/01/2024,3,19044,16441
20/01/2024,4,18588,16411
20/01/2024,5,18774,16473
20/01/2024,6,18869,16567
20/01/2024,7,19310,16943
20/01/2024,8,20054,17704
20/01/2024,9,21101,18315
20/01/2024,10,21741,18926
20/01/2024,11,22331,19331
20/01/2024,12,22607,19555
20/01/2024,13,22710,19315
20/01/2024,14,22889,19089
20/01/2024,15,22504,19132
20/01/2024,16,22725,19362
20/01/2024,17,22577,19631
20/01/2024,18,23840,20226
20/01/2024,19,23797,20196
20/01/2024,20,23497,19780
20/01/2024,21,23287,19331
20/01/2024,22,22587,18654
20/01/2024,23,21083,17636
20/01/2024,24,20386,16996
21/01/2024,1,20299,16560
21/01/2024,2,19634,16245
21/01/2024,3,19534,16033
21/01/2024,4,19710,15957
21/01/2024,5,19652,15907
21/01/2024,6,19624,15871
21/01/2024,7,20090,16309
21/01/2024,8,20963,16980
21/01/2024,9,21323,17433
21/01/2024,10,21285,17787
21/01/2024,11,21065,17829
21/01/2024,12,20705,17558
21/01/2024,13,20829,17474
21/01/2024,14,20625,17352
21/01/2024,15,20529,17396
21/01/2024,16,20933,17902
21/01/2024,17,21569,18633
21/01/2024,18,22618,19544
21/01/2024,19,22718,19495
21/01/2024,20,22492,19032
21/01/2024,21,22239,18714
21/01/2024,22,21612,18133
21/01/2024,23,20504,17225
21/01/2024,24,19587,16338
22/01/2024,1,19010,15691
22/01/2024,2,18849,15408
22/01/2024,3,18794,15321
22/01/2024,4,18959,15358
22/01/2024,5,19089,15543
22/01/2024,6,19266,16077
22/01/2024,7,20521,17274
22/01/2024,8,22061,18662
22/01/2024,9,22256,18929
22/01/2024,10,22138,19000
22/01/2024,11,22112,19046
22/01/2024,12,22585,19490
22/01/2024,13,22235,19322
22/01/2024,14,22410,19482
22/01/2024,15,22461,19472
22/01/2024,16,22428,19472
22/01/2024,17,22805,19819
22/01/2024,18,23938,20368
22/01/2024,19,23327,20139
22/01/2024,20,23017,19937
22/01/2024,21,21948,19386
22/01/2024,22,21111,18641
22/01/2024,23,20139,17606
22/01/2024,24,19182,16633
23/01/2024,1,19197,16124
23/01/2024,2,18935,15697
23/01/2024,3,18951,15600
23/01/2024,4,18818,15518
23/01/2024,5,18734,15750
23/01/2024,6,19261,16163
23/01/2024,7,19964,17251
23/01/2024,8,20694,18494
23/01/2024,9,20941,18922
23/01/2024,10,21053,19081
23/01/2024,11,20870,19147
23/01/2024,12,21374,19228
23/01/2024,13,21199,19017
23/01/2024,14,20763,18928
23/01/2024,15,20664,18972
23/01/2024,16,21007,19157
23/01/2024,17,21816,19611
23/01/2024,18,21669,19925
23/01/2024,19,21920,19755
23/01/2024,20,21473,19719
23/01/2024,21,20769,19248
23/01/2024,22,20349,18601
23/01/2024,23,19850,17514
23/01/2024,24,19222,16494
24/01/2024,1,18171,15759
24/01/2024,2,17740,15515
24/01/2024,3,17841,15219
24/01/2024,4,17700,15235
24/01/2024,5,18148,15443
24/01/2024,6,18233,15772
24/01/2024,7,18965,16864
24/01/2024,8,20261,18210
24/01/2024,9,20580,18714
24/01/2024,10,20312,18807
24/01/2024,11,19512,18955
24/01/2024,12,19966,19079
24/01/2024,13,19969,19182
24/01/2024,14,19973,19195
24/01/2024,15,19853,19137
24/01/2024,16,19845,19265
24/01/2024,17,20326,19588
24/01/2024,18,20442,20006
24/01/2024,19,20120,19472
24/01/2024,20,19846,19085
24/01/2024,21,19793,18877
24/01/2024,22,19370,18248
24/01/2024,23,18670,17124
24/01/2024,24,17943,16080
25/01/2024,1,17171,15339
25/01/2024,2,16718,14921
25/01/2024,3,16614,14819
25/01/2024,4,16819,14693
25/01/2024,5,17102,14884
25/01/2024,6,17461,15349
25/01/2024,7,18092,16438
25/01/2024,8,19158,17680
25/01/2024,9,19188,18201
25/01/2024,10,19250,18307
25/01/2024,11,19244,18316
25/01/2024,12,19207,18358
25/01/2024,13,19109,18247
25/01/2024,14,18928,18157
25/01/2024,15,18865,18093
25/01/2024,16,19594,18286
25/01/2024,17,19748,18671
25/01/2024,18,20095,19021
25/01/2024,19,19980,18790
25/01/2024,20,19975,18424
25/01/2024,21,19420,17962
25/01/2024,22,19079,17289
25/01/2024,23,18404,16335
25/01/2024,24,18039,15392
26/01/2024,1,17705,14887
26/01/2024,2,16899,14573
26/01/2024,3,16702,14302
26/01/2024,4,16949,14443
26/01/2024,5,17812,14815
26/01/2024,6,18005,15360
26/01/2024,7,18716,16621
26/01/2024,8,19985,17689
26/01/2024,9,19888,18300
26/01/2024,10,19975,18457
26/01/2024,11,20625,18605
26/01/2024,12,20681,18560
26/01/2024,13,20343,18197
26/01/2024,14,20590,18269
26/01/2024,15,20512,18197
26/01/2024,16,20468,18202
26/01/2024,17,20649,18539
26/01/2024,18,20817,18870
26/01/2024,19,20669,18609
26/01/2024,20,20721,18305
26/01/2024,21,20614,18015
26/01/2024,22,19771,17488
26/01/2024,23,18508,16454
26/01/2024,24,17365,15447
27/01/2024,1,16689,14751
27/01/2024,2,16447,14327
27/01/2024,3,16557,14018
27/01/2024,4,16552,13950
27/01/2024,5,16467,14005
27/01/2024,6,16695,14283
27/01/2024,7,17023,14858
27/01/2024,8,18064,15661
27/01/2024,9,19177,16451
27/01/2024,10,19440,16890
27/01/2024,11,19102,17160
27/01/2024,12,19486,17448
27/01/2024,13,19471,17328
27/01/2024,14,19740,17438
27/01/2024,15,19534,17389
27/01/2024,16,19577,17470
27/01/2024,17,19384,17596
27/01/2024,18,19310,17825
27/01/2024,19,19623,17595
27/01/2024,20,19595,17176
27/01/2024,21,19297,16696
27/01/2024,22,18328,16197
27/01/2024,23,17941,15428
27/01/2024,24,17497,14830
28/01/2024,1,17578,14780
28/01/2024,2,16810,13971
28/01/2024,3,16514,13695
28/01/2024,4,16526,13529
28/01/2024,5,16442,13527
28/01/2024,6,16750,13718
28/01/2024,7,17340,14281
28/01/2024,8,18043,14979
28/01/2024,9,18542,15577
28/01/2024,10,18887,16031
28/01/2024,11,19305,16509
28/01/2024,12,19987,17042
28/01/2024,13,20220,17277
28/01/2024,14,20087,17145
28/01/2024,15,20198,17113
28/01/2024,16,20503,17357
28/01/2024,17,21016,17683
28/01/2024,18,21583,18336
28/01/2024,19,21886,18303
28/01/2024,20,21434,17974
28/01/2024,21,20651,17490
28/01/2024,22,19458,16886
28/01/2024,23,18774,16062
28/01/2024,24,18229,15478
29/01/2024,1,17255,14886
29/01/2024,2,16896,14398
29/01/2024,3,17055,14206
29/01/2024,4,17216,14254
29/01/2024,5,17338,14497
29/01/2024,6,17910,14980
29/01/2024,7,19623,16407
29/01/2024,8,21108,18137
29/01/2024,9,20954,18469
29/01/2024,10,20733,18393
29/01/2024,11,20684,18313
29/01/2024,12,20491,18045
29/01/2024,13,20322,17808
29/01/2024,14,19929,17474
29/01/2024,15,19964,17335
29/01/2024,16,19709,17355
29/01/2024,17,20530,17860
29/01/2024,18,22013,18857
29/01/2024,19,22070,18978
29/01/2024,20,21704,18633
29/01/2024,21,21160,18256
29/01/2024,22,20940,17605
29/01/2024,23,19549,16571
29/01/2024,24,18733,15676
30/01/2024,1,18139,14925
30/01/2024,2,17768,14536
30/01/2024,3,17781,14491
30/01/2024,4,17821,14354
30/01/2024,5,17917,14534
30/01/2024,6,18504,15004
30/01/2024,7,19642,16221
30/01/2024,8,21411,17821
30/01/2024,9,21874,18360
30/01/2024,10,21842,18295
30/01/2024,11,21695,18412
30/01/2024,12,21575,18617
30/01/2024,13,21852,18735
30/01/2024,14,21772,18795
30/01/2024,15,21711,18715
30/01/2024,16,21722,18935
30/01/2024,17,21842,19051
30/01/2024,18,22658,19401
30/01/2024,19,22180,19327
30/01/2024,20,21435,18778
30/01/2024,21,20910,18542
30/01/2024,22,20827,18017
30/01/2024,23,19676,16913
30/01/2024,24,19360,15996
31/01/2024,1,18477,15378
31/01/2024,2,17979,14782
31/01/2024,3,18013,14700
31/01/2024,4,17934,14603
31/01/2024,5,18087,14763
31/01/2024,6,18423,15188
31/01/2024,7,19583,16456
31/01/2024,8,20600,17718
31/01/2024,9,20837,18065
31/01/2024,10,20594,17959
31/01/2024,11,21088,18018
31/01/2024,12,21041,18029
31/01/2024,13,20988,17883
31/01/2024,14,21055,17788
31/01/2024,15,20885,17795
31/01/2024,16,20749,17954
31/01/2024,17,21266,18506
31/01/2024,18,21893,18914
31/01/2024,19,21748,18598
31/01/2024,20,21385,18098
31/01/2024,21,20963,17672
31/01/2024,22,20401,17007
31/01/2024,23,19677,16212
31/01/2024,24,18598,15246
1/02/2024,1,17316,14571
1/02/2024,2,17344,14378
1/02/2024,3,17588,14302
1/02/2024,4,17337,14200
1/02/2024,5,17400,14244
1/02/2024,6,18005,14791
1/02/2024,7,19128,15966
1/02/2024,8,20518,17206
1/02/2024,9,20722,17709
1/02/2024,10,20821,17800
1/02/2024,11,20737,17887
1/02/2024,12,20345,17866
1/02/2024,13,20302,17785
1/02/2024,14,20413,17875
1/02/2024,15,20222,17869
1/02/2024,16,20230,18115
1/02/2024,17,20419,18524
1/02/2024,18,20536,18867
1/02/2024,19,20673,18674
1/02/2024,20,20235,18177
1/02/2024,21,20736,18216
1/02/2024,22,19783,17224
1/02/2024,23,18395,16065
1/02/2024,24,17737,15248
2/02/2024,1,17497,14979
2/02/2024,2,16632,14402
2/02/2024,3,16421,14093
2/02/2024,4,16568,14035
2/02/2024,5,17083,14248
2/02/2024,6,17779,14794
2/02/2024,7,19631,16172
2/02/2024,8,20890,17394
2/02/2024,9,21116,17847
2/02/2024,10,20904,17916
2/02/2024,11,20199,17681
2/02/2024,12,20322,17460
2/02/2024,13,19973,17098
2/02/2024,14,19768,17041
2/02/2024,15,19787,17118
2/02/2024,16,19911,17335
2/02/2024,17,20344,17863
2/02/2024,18,21053,18452
2/02/2024,19,21080,18869
2/02/2024,20,20346,18247
2/02/2024,21,19849,17983
2/02/2024,22,19543,17468
2/02/2024,23,18789,16606
2/02/2024,24,18180,15851
3/02/2024,1,17792,15287
3/02/2024,2,17423,14920
3/02/2024,3,17204,14637
3/02/2024,4,17353,14537
3/02/2024,5,17615,14644
3/02/2024,6,17846,15055
3/02/2024,7,18357,15684
3/02/2024,8,19467,16440
3/02/2024,9,19298,16661
3/02/2024,10,18904,16613
3/02/2024,11,18963,16483
3/02/2024,12,18465,16192
3/02/2024,13,18118,16143
3/02/2024,14,17609,15897
3/02/2024,15,17361,15817
3/02/2024,16,17633,16097
3/02/2024,17,18603,16757
3/02/2024,18,19985,17637
3/02/2024,19,20694,18257
3/02/2024,20,20304,17561
3/02/2024,21,20130,17141
3/02/2024,22,19526,16627
3/02/2024,23,18389,15926
3/02/2024,24,18245,15215
4/02/2024,1,17736,14757
4/02/2024,2,16991,14493
4/02/2024,3,16981,14193
4/02/2024,4,17349,14366
4/02/2024,5,17477,14546
4/02/2024,6,17494,14705
4/02/2024,7,18074,15164
4/02/2024,8,18510,15633
4/02/2024,9,18436,16036
4/02/2024,10,18222,16224
4/02/2024,11,18004,15877
4/02/2024,12,17418,15562
4/02/2024,13,16956,15218
4/02/2024,14,16227,15016
4/02/2024,15,16220,14921
4/02/2024,16,16740,15451
4/02/2024,17,18323,16494
4/02/2024,18,19909,17809
4/02/2024,19,20441,18154
4/02/2024,20,20439,18027
4/02/2024,21,20235,17649
4/02/2024,22,19648,17018
4/02/2024,23,18871,15931
4/02/2024,24,18085,15158
5/02/2024,1,17443,14644
5/02/2024,2,17245,14320
5/02/2024,3,16759,14205
5/02/2024,4,16644,14121
5/02/2024,5,17103,14329
5/02/2024,6,17932,15041
5/02/2024,7,19220,16568
5/02/2024,8,20660,17945
5/02/2024,9,20438,18088
5/02/2024,10,20352,18052
5/02/2024,11,20316,17966
5/02/2024,12,19893,17832
5/02/2024,13,19486,17611
5/02/2024,14,19369,17522
5/02/2024,15,19125,17216
5/02/2024,16,19136,17306
5/02/2024,17,19728,17941
5/02/2024,18,21274,18810
5/02/2024,19,21503,19030
5/02/2024,20,20965,18758
5/02/2024,21,20185,18416
5/02/2024,22,19573,17826
5/02/2024,23,19366,16888
5/02/2024,24,18824,16038
6/02/2024,1,18327,15403
6/02/2024,2,17507,14989
6/02/2024,3,17354,14867
6/02/2024,4,17468,14902
6/02/2024,5,17887,15150
6/02/2024,6,18403,15674
6/02/2024,7,19489,16790
6/02/2024,8,20928,18257
6/02/2024,9,20101,18017
6/02/2024,10,19306,17212
6/02/2024,11,18961,16599
6/02/2024,12,18576,16118
6/02/2024,13,17845,15900
6/02/2024,14,17777,15701
6/02/2024,15,18087,15763
6/02/2024,16,18763,16276
6/02/2024,17,19433,17266
6/02/2024,18,20863,18520
6/02/2024,19,21502,18983
6/02/2024,20,21264,18868
6/02/2024,21,20614,18480
6/02/2024,22,20104,17780
6/02/2024,23,19109,16755
6/02/2024,24,18385,15758
7/02/2024,1,18128,15013
7/02/2024,2,17885,14824
7/02/2024,3,17810,14653
7/02/2024,4,17845,14785
7/02/2024,5,18140,14996
7/02/2024,6,18768,15591
7/02/2024,7,20063,16761
7/02/2024,8,20904,17894
7/02/2024,9,20766,18235
7/02/2024,10,20458,18026
7/02/2024,11,19922,17562
7/02/2024,12,19370,17071
7/02/2024,13,18817,16642
7/02/2024,14,18740,16655
7/02/2024,15,18702,16751
7/02/2024,16,19048,16936
7/02/2024,17,19591,17728
7/02/2024,18,20974,18478
7/02/2024,19,21013,18692
7/02/2024,20,20591,18450
7/02/2024,21,20282,18070
7/02/2024,22,20013,17460
7/02/2024,23,19093,16369
7/02/2024,24,17853,15367
8/02/2024,1,17197,14714
8/02/2024,2,16705,14338
8/02/2024,3,16638,14250
8/02/2024,4,16855,14273
8/02/2024,5,16917,14296
8/02/2024,6,17573,14837
8/02/2024,7,19513,16423
8/02/2024,8,20633,17578
8/02/2024,9,19999,17265
8/02/2024,10,18933,16984
8/02/2024,11,18056,16813
8/02/2024,12,17943,16643
8/02/2024,13,18139,16705
8/02/2024,14,17352,16447
8/02/2024,15,16951,15998
8/02/2024,16,17554,16312
