\\Hourly Demand Report,,,
\\Created at 2025-01-31 07:30:15,,,
\\For 2024,,,
Date,Hour,Market Demand,Ontario Demand
16/04/2024,20,18572,16088
2/04/2024,13,18287,16081
12/04/2024,10,17295,16069
19/04/2024,11,16011,16059
23/04/2024,18,17666,16058
5/04/2024,17,16428,16051
18/04/2024,19,16349,16049
5/04/2024,10,16328,16032
29/04/2024,17,18090,16031
1/04/2024,8,17085,16030
29/04/2024,21,17734,16013
18/04/2024,11,17005,16000
12/04/2024,17,17383,15996
17/04/2024,21,17974,15993
30/04/2024,21,17319,15987
25/04/2024,19,16455,15977
18/04/2024,12,17058,15976
15/04/2024,20,17705,15971
30/04/2024,19,17356,15953
24/04/2024,8,17080,15950
24/04/2024,9,17439,15947
8/04/2024,19,17168,15946
1/04/2024,21,16847,15945
19/04/2024,9,16018,15943
8/04/2024,15,17167,15930
24/04/2024,19,17264,15929
23/04/2024,20,17688,15925
23/04/2024,16,17642,15909
18/04/2024,10,17016,15902
12/04/2024,19,17260,15898
17/04/2024,13,17861,15896
9/04/2024,19,17988,15881
12/04/2024,18,17285,15878
23/04/2024,19,17601,15876
18/04/2024,8,17107,15874
22/04/2024,20,17698,15872
18/04/2024,13,17094,15868
17/04/2024,11,18022,15862
2/04/2024,14,17835,15850
30/04/2024,8,16382,15843
1/04/2024,9,16931,15836
18/04/2024,14,17409,15835
22/04/2024,8,16935,15828
30/04/2024,9,16384,15825
12/04/2024,9,17015,15820
12/04/2024,16,17367,15819
18/04/2024,16,16632,15804
17/04/2024,15,17998,15803
8/04/2024,21,17793,15801
5/04/2024,11,16415,15796
11/04/2024,9,17402,15791
12/04/2024,12,17148,15782
11/04/2024,8,17767,15781
17/04/2024,14,17922,15778
17/04/2024,12,17739,15771
30/04/2024,10,16693,15771
17/04/2024,10,17868,15768
19/04/2024,21,17635,15768
4/04/2024,6,16288,15764
19/04/2024,7,16328,15764
11/04/2024,21,16812,15756
12/04/2024,8,17217,15755
5/04/2024,16,16266,15753
30/04/2024,11,16954,15749
19/04/2024,20,16972,15742
24/04/2024,22,16837,15732
5/04/2024,22,15960,15710
29/04/2024,8,16401,15699
5/04/2024,13,16331,15687
24/04/2024,10,17259,15683
21/04/2024,20,18008,15679
17/04/2024,9,17995,15672
15/04/2024,19,17717,15668
10/04/2024,20,16434,15666
15/04/2024,8,16816,15657
12/04/2024,21,17378,15639
18/04/2024,15,16974,15615
17/04/2024,8,17621,15614
9/04/2024,21,17310,15612
18/04/2024,7,17540,15611
29/04/2024,9,16172,15610
12/04/2024,13,17015,15608
30/04/2024,18,17247,15604
8/04/2024,9,17179,15592
23/04/2024,21,16862,15592
9/04/2024,7,17064,15590
20/04/2024,20,17048,15579
16/04/2024,19,17810,15577
5/04/2024,6,16481,15573
30/04/2024,17,17105,15571
30/04/2024,12,16902,15569
1/04/2024,17,16946,15566
23/04/2024,15,17190,15527
11/04/2024,7,18032,15513
1/04/2024,7,16691,15508
5/04/2024,14,16520,15504
12/04/2024,14,17145,15503
5/04/2024,12,15784,15500
25/04/2024,18,16247,15499
12/04/2024,15,17228,15496
6/04/2024,20,16805,15491
8/04/2024,8,17163,15487
19/04/2024,12,15703,15487
29/04/2024,10,16201,15487
10/04/2024,8,16503,15478
24/04/2024,7,16270,15474
16/04/2024,21,18317,15471
5/04/2024,15,16367,15455
8/04/2024,18,16552,15454
9/04/2024,18,18036,15451
10/04/2024,21,16184,15437
2/04/2024,22,17402,15428
22/04/2024,21,17444,15415
15/04/2024,21,17566,15414
24/04/2024,18,16877,15392
20/04/2024,19,16693,15391
8/04/2024,10,16987,15386
20/04/2024,21,16821,15375
23/04/2024,14,16840,15368
8/04/2024,17,16810,15366
15/04/2024,18,17599,15365
15/04/2024,7,16316,15363
17/04/2024,22,17365,15363
16/04/2024,18,17499,15358
10/04/2024,19,16105,15355
30/04/2024,7,16364,15342
26/04/2024,20,16589,15334
26/04/2024,7,16162,15332
22/04/2024,19,17203,15327
25/04/2024,6,16304,15319
16/04/2024,8,17079,15307
24/04/2024,11,16732,15305
28/04/2024,17,15486,15305
4/04/2024,23,15718,15304
10/04/2024,18,16890,15304
8/04/2024,11,16848,15293
16/04/2024,7,17043,15293
20/04/2024,18,17106,15289
9/04/2024,8,16750,15282
30/04/2024,13,16490,15279
8/04/2024,7,17023,15265
19/04/2024,19,16990,15263
25/04/2024,22,15929,15253
28/04/2024,18,15327,15251
26/04/2024,8,16034,15234
29/04/2024,16,17339,15234
19/04/2024,22,17132,15223
18/04/2024,22,16144,15220
8/04/2024,16,16545,15219
21/04/2024,21,17391,15214
29/04/2024,11,15988,15207
14/04/2024,20,16682,15197
10/04/2024,7,16389,15186
28/04/2024,20,15732,15185
13/04/2024,20,15937,15183
30/04/2024,16,16732,15181
3/04/2024,23,15699,15176
22/04/2024,6,16435,15172
12/04/2024,7,16801,15165
9/04/2024,17,17807,15162
28/04/2024,19,15532,15161
23/04/2024,13,17335,15154
8/04/2024,12,16597,15143
1/04/2024,10,16042,15142
23/04/2024,8,17187,15141
25/04/2024,9,15803,15137
10/04/2024,9,16292,15113
30/04/2024,22,16424,15107
25/04/2024,17,15829,15099
6/04/2024,21,16006,15098
21/04/2024,19,17127,15077
20/04/2024,17,17262,15076
1/04/2024,22,16285,15074
7/04/2024,20,16021,15074
6/04/2024,19,16286,15073
26/04/2024,21,16202,15059
10/04/2024,17,16977,15049
23/04/2024,9,17057,15047
30/04/2024,14,16714,15047
17/04/2024,7,17739,15044
26/04/2024,19,16284,15032
19/04/2024,18,16574,15015
16/04/2024,17,17192,15005
14/04/2024,19,16398,15004
14/04/2024,21,16698,14999
15/04/2024,9,16634,14994
15/04/2024,17,17400,14994
8/04/2024,14,16435,14986
24/04/2024,17,16318,14986
8/04/2024,13,16499,14981
19/04/2024,13,15755,14980
29/04/2024,22,17039,14980
29/04/2024,13,16522,14969
23/04/2024,7,17313,14951
29/04/2024,7,16336,14946
3/04/2024,6,16375,14936
22/04/2024,9,16136,14898
22/04/2024,18,16831,14890
19/04/2024,17,16429,14885
23/04/2024,10,16794,14878
29/04/2024,12,15921,14875
13/04/2024,19,16155,14872
19/04/2024,14,16258,14866
21/04/2024,18,17363,14865
24/04/2024,12,16265,14865
23/04/2024,12,16839,14864
20/04/2024,22,16730,14855
23/04/2024,11,16644,14853
30/04/2024,15,16343,14838
29/04/2024,14,16538,14830
14/04/2024,18,16383,14823
8/04/2024,22,16391,14820
27/04/2024,11,15744,14813
9/04/2024,9,16451,14810
28/04/2024,16,15088,14809
20/04/2024,12,16927,14798
11/04/2024,22,16456,14795
2/04/2024,6,16890,14790
1/04/2024,16,16547,14780
28/04/2024,21,15351,14767
7/04/2024,19,15612,14756
13/04/2024,21,15266,14752
29/04/2024,15,16960,14752
20/04/2024,11,16609,14733
12/04/2024,22,16419,14719
25/04/2024,10,15655,14712
22/04/2024,17,16488,14708
13/04/2024,10,16481,14707
1/04/2024,11,15925,14688
6/04/2024,18,16310,14688
26/04/2024,18,15870,14679
5/04/2024,23,15200,14668
22/04/2024,22,17010,14643
27/04/2024,12,15756,14639
23/04/2024,22,16202,14638
16/04/2024,9,16547,14637
26/04/2024,6,15834,14628
1/04/2024,6,15686,14620
20/04/2024,13,16975,14616
4/04/2024,5,15443,14591
20/04/2024,16,16699,14588
19/04/2024,6,15702,14586
10/04/2024,10,15658,14571
22/04/2024,10,16262,14567
13/04/2024,11,16469,14554
24/04/2024,23,15552,14547
13/04/2024,9,16499,14532
24/04/2024,13,16078,14530
20/04/2024,10,16535,14527
1/04/2024,13,16174,14525
4/04/2024,24,14990,14521
1/04/2024,12,15763,14520
21/04/2024,17,16967,14519
24/04/2024,16,16129,14511
25/04/2024,11,15497,14511
5/04/2024,5,14926,14510
21/04/2024,22,16596,14508
14/04/2024,17,15856,14506
7/04/2024,21,15945,14498
6/04/2024,22,15762,14479
19/04/2024,15,16009,14477
9/04/2024,10,16669,14474
15/04/2024,22,16653,14461
18/04/2024,6,16743,14461
3/04/2024,24,15626,14459
27/04/2024,18,15908,14453
15/04/2024,16,16648,14451
9/04/2024,16,16824,14444
17/04/2024,23,16469,14434
10/04/2024,16,16031,14433
2/04/2024,23,16492,14428
13/04/2024,12,16486,14427
25/04/2024,12,15437,14420
16/04/2024,16,16354,14418
25/04/2024,13,15426,14414
27/04/2024,10,15724,14407
27/04/2024,13,15589,14400
19/04/2024,16,15854,14394
27/04/2024,17,15624,14383
10/04/2024,22,15633,14380
8/04/2024,6,16175,14378
13/04/2024,18,15927,14371
9/04/2024,6,16179,14369
6/04/2024,8,16413,14367
9/04/2024,22,16120,14364
4/04/2024,1,14920,14362
25/04/2024,16,15188,14361
27/04/2024,14,15583,14349
15/04/2024,10,16247,14348
16/04/2024,6,16512,14348
24/04/2024,14,16010,14348
1/04/2024,15,16014,14341
16/04/2024,22,17394,14333
1/04/2024,14,15931,14332
4/04/2024,2,14587,14324
10/04/2024,11,15313,14321
13/04/2024,8,16074,14320
28/04/2024,12,14268,14319
22/04/2024,11,15976,14311
27/04/2024,20,15515,14311
19/04/2024,23,16033,14302
15/04/2024,6,15819,14285
28/04/2024,15,14468,14283
27/04/2024,19,15808,14282
21/04/2024,11,16391,14277
24/04/2024,6,15172,14276
6/04/2024,7,16416,14274
20/04/2024,15,16323,14269
26/04/2024,9,15513,14262
25/04/2024,23,15154,14250
26/04/2024,17,15248,14246
1/04/2024,23,15533,14229
7/04/2024,18,15220,14224
27/04/2024,16,15806,14223
26/04/2024,22,15627,14220
25/04/2024,14,15049,14214
27/04/2024,15,15690,14212
14/04/2024,16,15803,14207
20/04/2024,14,16324,14177
5/04/2024,1,15147,14174
20/04/2024,23,16002,14173
24/04/2024,15,15932,14172
13/04/2024,22,15219,14170
18/04/2024,23,15643,14169
6/04/2024,17,16032,14155
15/04/2024,11,15978,14146
16/04/2024,10,16020,14142
27/04/2024,9,15525,14142
30/04/2024,6,15434,14131
20/04/2024,9,16062,14119
11/04/2024,6,16699,14115
5/04/2024,2,15011,14111
5/04/2024,4,15036,14110
25/04/2024,15,15060,14107
22/04/2024,16,15850,14106
27/04/2024,21,15611,14104
28/04/2024,11,14040,14091
25/04/2024,5,15728,14090
4/04/2024,3,14292,14087
16/04/2024,11,15562,14075
9/04/2024,11,16135,14072
15/04/2024,12,15963,14065
28/04/2024,13,14120,14052
13/04/2024,13,16147,14040
10/04/2024,6,15596,14038
16/04/2024,12,15588,14035
10/04/2024,12,15543,14033
15/04/2024,15,16310,14014
23/04/2024,6,16443,14006
4/04/2024,4,14937,13998
5/04/2024,3,14443,13994
20/04/2024,8,15585,13994
28/04/2024,14,14262,13993
6/04/2024,9,15958,13991
23/04/2024,23,15186,13988
22/04/2024,12,15485,13984
13/04/2024,17,16086,13980
14/04/2024,22,15932,13980
16/04/2024,15,16031,13979
22/04/2024,5,15943,13971
15/04/2024,14,16135,13968
30/04/2024,23,15176,13963
16/04/2024,13,15628,13962
15/04/2024,13,15871,13952
21/04/2024,10,15903,13944
16/04/2024,14,15721,13940
10/04/2024,13,15247,13937
21/04/2024,8,15196,13922
12/04/2024,6,15441,13903
14/04/2024,15,15390,13901
3/04/2024,5,15735,13899
22/04/2024,13,15105,13899
5/04/2024,24,15124,13894
10/04/2024,15,15282,13892
21/04/2024,16,16278,13889
9/04/2024,15,16505,13886
28/04/2024,10,13806,13885
17/04/2024,6,16743,13848
28/04/2024,22,14923,13837
9/04/2024,14,16038,13825
6/04/2024,6,16124,13819
21/04/2024,9,15442,13816
26/04/2024,10,14992,13814
8/04/2024,23,15301,13801
14/04/2024,11,14928,13799
12/04/2024,23,15745,13793
24/04/2024,24,14798,13793
7/04/2024,22,15158,13789
29/04/2024,23,16096,13789
1/04/2024,5,14782,13787
27/04/2024,8,15358,13773
9/04/2024,13,15788,13768
2/04/2024,24,16026,13755
6/04/2024,23,14935,13752
26/04/2024,12,14763,13748
7/04/2024,17,14596,13744
9/04/2024,12,15516,13743
26/04/2024,13,14676,13729
10/04/2024,14,15285,13723
14/04/2024,13,15284,13717
26/04/2024,5,15033,13713
23/04/2024,24,15340,13712
26/04/2024,11,14618,13711
14/04/2024,12,15071,13706
13/04/2024,7,15764,13704
22/04/2024,15,15357,13701
21/04/2024,23,15576,13700
11/04/2024,23,15760,13698
7/04/2024,7,14803,13681
26/04/2024,16,14729,13675
14/04/2024,14,15340,13661
1/04/2024,24,15163,13649
20/04/2024,7,15502,13647
25/04/2024,4,15343,13646
13/04/2024,14,15560,13642
21/04/2024,12,15743,13625
29/04/2024,6,15027,13614
14/04/2024,9,15027,13613
20/04/2024,24,15999,13613
14/04/2024,8,15165,13610
22/04/2024,23,15992,13581
6/04/2024,10,15396,13576
13/04/2024,16,15959,13573
3/04/2024,1,16073,13572
25/04/2024,24,14708,13568
21/04/2024,15,15819,13566
2/04/2024,5,15504,13560
22/04/2024,14,14800,13554
7/04/2024,8,14494,13531
26/04/2024,14,14619,13511
6/04/2024,16,15245,13506
14/04/2024,23,15630,13497
15/04/2024,23,16034,13496
17/04/2024,24,15914,13479
27/04/2024,22,15325,13479
6/04/2024,5,15642,13471
13/04/2024,15,15696,13454
14/04/2024,10,14770,13452
9/04/2024,23,15496,13444
18/04/2024,24,14994,13432
1/04/2024,4,14426,13415
25/04/2024,2,14853,13414
21/04/2024,7,14439,13403
25/04/2024,1,14565,13402
13/04/2024,23,14521,13400
6/04/2024,11,15195,13398
19/04/2024,24,15122,13398
6/04/2024,1,14747,13396
19/04/2024,5,15208,13392
16/04/2024,23,16147,13386
7/04/2024,6,14798,13371
25/04/2024,3,14851,13356
3/04/2024,4,15410,13352
10/04/2024,23,14731,13336
26/04/2024,23,15232,13333
21/04/2024,14,15449,13332
22/04/2024,4,15458,13328
28/04/2024,9,13377,13323
3/04/2024,2,15722,13307
8/04/2024,5,14862,13286
6/04/2024,12,14861,13283
24/04/2024,5,14206,13278
1/04/2024,1,14284,13275
9/04/2024,5,15168,13262
21/04/2024,13,15318,13234
3/04/2024,3,15737,13233
26/04/2024,15,14325,13232
8/04/2024,24,14974,13231
6/04/2024,2,14409,13225
26/04/2024,4,14979,13223
26/04/2024,1,14290,13214
30/04/2024,24,14594,13210
1/04/2024,3,14196,13197
2/04/2024,1,15092,13195
6/04/2024,4,15030,13185
16/04/2024,5,15279,13179
21/04/2024,1,15429,13167
1/04/2024,2,14259,13144
27/04/2024,7,15110,13127
18/04/2024,5,15295,13126
12/04/2024,24,15375,13116
6/04/2024,3,14685,13107
20/04/2024,6,15496,13096
6/04/2024,14,14794,13093
6/04/2024,13,14882,13090
21/04/2024,24,15045,13090
26/04/2024,2,14392,13090
15/04/2024,5,15295,13088
26/04/2024,3,14745,13084
18/04/2024,1,15049,13083
2/04/2024,2,14867,13076
28/04/2024,8,13806,13076
6/04/2024,24,14695,13070
7/04/2024,9,14180,13070
13/04/2024,6,15576,13066
7/04/2024,5,14787,13058
15/04/2024,24,15720,13056
6/04/2024,15,14900,13048
14/04/2024,24,15599,13025
30/04/2024,5,14863,13023
2/04/2024,4,14970,12995
7/04/2024,16,13749,12993
19/04/2024,1,14629,12978
2/04/2024,3,15018,12973
13/04/2024,24,14688,12962
7/04/2024,23,14249,12955
17/04/2024,5,16081,12938
22/04/2024,3,15021,12933
21/04/2024,6,14218,12915
28/04/2024,23,14555,12903
10/04/2024,5,14593,12899
24/04/2024,1,13736,12897
23/04/2024,5,15262,12895
14/04/2024,7,14379,12880
7/04/2024,4,14623,12876
16/04/2024,24,15689,12857
18/04/2024,2,14859,12857
19/04/2024,4,14854,12855
22/04/2024,1,14920,12845
29/04/2024,24,15047,12837
19/04/2024,2,14647,12823
22/04/2024,2,14801,12823
12/04/2024,5,14408,12816
11/04/2024,24,15022,12812
9/04/2024,24,14699,12808
22/04/2024,24,14803,12800
7/04/2024,10,13893,12799
7/04/2024,11,13635,12778
24/04/2024,4,13774,12768
26/04/2024,24,14762,12760
18/04/2024,3,14983,12733
19/04/2024,3,14654,12727
8/04/2024,4,14598,12713
20/04/2024,1,14044,12711
27/04/2024,23,15069,12706
16/04/2024,1,14740,12698
9/04/2024,4,14742,12697
7/04/2024,12,13596,12694
9/04/2024,1,14315,12690
21/04/2024,2,14749,12686
10/04/2024,1,14469,12672
11/04/2024,5,15224,12667
18/04/2024,4,14859,12658
9/04/2024,2,14337,12653
29/04/2024,5,14487,12626
16/04/2024,4,14569,12624
7/04/2024,1,14162,12616
7/04/2024,13,13590,12596
9/04/2024,3,14368,12579
24/04/2024,3,13432,12576
15/04/2024,4,14913,12574
10/04/2024,24,14332,12558
21/04/2024,5,14124,12554
14/04/2024,1,14165,12552
13/04/2024,1,14888,12547
15/04/2024,1,15055,12541
13/04/2024,5,15046,12540
27/04/2024,6,14582,12537
7/04/2024,3,14157,12526
7/04/2024,15,13366,12514
20/04/2024,5,14952,12510
24/04/2024,2,12891,12503
7/04/2024,2,14188,12502
28/04/2024,7,13751,12496
10/04/2024,4,14480,12495
7/04/2024,24,14436,12486
7/04/2024,14,13537,12470
23/04/2024,1,14372,12452
30/04/2024,4,14358,12436
30/04/2024,1,14492,12435
16/04/2024,2,14195,12430
10/04/2024,2,14301,12417
14/04/2024,6,14043,12417
12/04/2024,4,14230,12411
17/04/2024,1,15503,12408
21/04/2024,4,14229,12396
12/04/2024,1,14294,12386
21/04/2024,3,14519,12378
15/04/2024,2,14803,12344
17/04/2024,4,15485,12344
13/04/2024,4,14806,12343
23/04/2024,2,14621,12341
14/04/2024,2,14034,12324
13/04/2024,2,14448,12322
23/04/2024,4,14814,12308
12/04/2024,2,13800,12298
8/04/2024,3,14189,12293
17/04/2024,3,15642,12286
16/04/2024,3,14335,12281
10/04/2024,3,13966,12279
13/04/2024,3,14798,12276
12/04/2024,3,14057,12270
20/04/2024,2,13569,12249
17/04/2024,2,15518,12235
27/04/2024,1,14208,12223
20/04/2024,4,14531,12222
23/04/2024,3,14634,12187
15/04/2024,3,14391,12176
8/04/2024,1,14162,12150
30/04/2024,2,14211,12144
30/04/2024,3,14138,12116
8/04/2024,2,13915,12104
20/04/2024,3,14008,12096
29/04/2024,4,14264,12096
28/04/2024,24,13448,12086
11/04/2024,1,13835,12055
27/04/2024,5,14113,12049
14/04/2024,3,13387,12044
11/04/2024,4,14586,12040
14/04/2024,5,13285,12036
11/04/2024,2,14139,12014
27/04/2024,2,14236,11991
27/04/2024,24,13821,11961
11/04/2024,3,14220,11909
27/04/2024,3,13859,11881
27/04/2024,4,13952,11850
28/04/2024,6,13801,11837
29/04/2024,3,13883,11699
14/04/2024,4,12915,11643
29/04/2024,1,13422,11626
28/04/2024,5,13560,11542
28/04/2024,1,13574,11512
29/04/2024,2,13579,11501
28/04/2024,4,13590,11448
28/04/2024,3,13761,11337
28/04/2024,2,13541,11328
1/05/2024,1,13961,12681
1/05/2024,2,13865,12555
1/05/2024,3,13737,12318
1/05/2024,4,13759,12373
1/05/2024,5,14203,12761
1/05/2024,6,14469,13627
1/05/2024,7,15114,14582
1/05/2024,8,15352,14755
1/05/2024,9,15714,14744
1/05/2024,10,16075,14697
1/05/2024,11,15806,14468
1/05/2024,12,15722,14249
1/05/2024,13,15599,13956
1/05/2024,14,15602,13775
1/05/2024,15,15808,13902
1/05/2024,16,16699,14524
1/05/2024,17,17313,15102
1/05/2024,18,17654,15390
1/05/2024,19,17710,15607
1/05/2024,20,17512,15680
1/05/2024,21,17418,15499
1/05/2024,22,16394,14628
1/05/2024,23,15735,13638
1/05/2024,24,14901,12706
2/05/2024,1,14259,12118
2/05/2024,2,13690,11967
2/05/2024,3,13823,11939
2/05/2024,4,14037,12075
2/05/2024,5,13903,12392
2/05/2024,6,14467,13235
2/05/2024,7,15541,14531
2/05/2024,8,15250,14533
2/05/2024,9,15226,14417
2/05/2024,10,15418,14351
2/05/2024,11,15612,14325
2/05/2024,12,15844,14190
2/05/2024,13,15880,14153
2/05/2024,14,15862,14035
2/05/2024,15,15830,14177
2/05/2024,16,15915,14641
2/05/2024,17,16684,15320
2/05/2024,18,16452,15444
2/05/2024,19,15893,15521
2/05/2024,20,16083,15551
2/05/2024,21,16451,15318
2/05/2024,22,15926,14330
2/05/2024,23,15273,13221
2/05/2024,24,14509,12422
3/05/2024,1,13900,12031
3/05/2024,2,12861,11842
3/05/2024,3,13124,11616
3/05/2024,4,13497,11698
3/05/2024,5,13990,12191
3/05/2024,6,14707,13131
3/05/2024,7,15602,14122
3/05/2024,8,15884,14450
3/05/2024,9,16326,14802
3/05/2024,10,16551,14915
3/05/2024,11,16231,14856
3/05/2024,12,16050,15000
3/05/2024,13,16084,15009
3/05/2024,14,16054,14665
3/05/2024,15,15776,14486
3/05/2024,16,16721,15189
3/05/2024,17,17267,15674
3/05/2024,18,16334,15289
3/05/2024,19,15926,15333
3/05/2024,20,16739,15724
3/05/2024,21,16210,15231
3/05/2024,22,15816,14435
3/05/2024,23,15006,13416
3/05/2024,24,13928,12529
4/05/2024,1,13381,11965
4/05/2024,2,12538,11552
4/05/2024,3,12848,11496
4/05/2024,4,13090,11554
4/05/2024,5,13723,11646
4/05/2024,6,14019,11690
4/05/2024,7,14158,12175
4/05/2024,8,14529,13008
4/05/2024,9,14991,13452
4/05/2024,10,14422,13061
4/05/2024,11,14413,13038
4/05/2024,12,14543,13135
4/05/2024,13,14654,13233
4/05/2024,14,14699,13107
4/05/2024,15,14950,13350
4/05/2024,16,15694,13939
4/05/2024,17,16209,14616
4/05/2024,18,16193,14721
4/05/2024,19,15919,14601
4/05/2024,20,16073,14713
4/05/2024,21,15905,14178
4/05/2024,22,15361,13538
4/05/2024,23,14848,12866
4/05/2024,24,14331,12300
5/05/2024,1,13889,11761
5/05/2024,2,13801,11513
5/05/2024,3,13353,11328
5/05/2024,4,13247,11158
5/05/2024,5,13381,11327
5/05/2024,6,13572,11620
5/05/2024,7,13877,12200
5/05/2024,8,14621,12997
5/05/2024,9,15240,13551
5/05/2024,10,15591,13974
5/05/2024,11,15530,14117
5/05/2024,12,15851,14232
5/05/2024,13,15912,14106
5/05/2024,14,15606,13844
5/05/2024,15,15928,14203
5/05/2024,16,16393,14607
5/05/2024,17,17080,15097
5/05/2024,18,16703,15030
5/05/2024,19,16634,15008
5/05/2024,20,16359,15185
5/05/2024,21,16579,15017
5/05/2024,22,15807,14145
5/05/2024,23,14473,13113
5/05/2024,24,13557,12179
6/05/2024,1,12984,11816
6/05/2024,2,13214,11703
6/05/2024,3,13374,11714
6/05/2024,4,13537,11857
6/05/2024,5,13681,12163
6/05/2024,6,14450,13042
6/05/2024,7,16028,14648
6/05/2024,8,16045,14795
6/05/2024,9,15502,14379
6/05/2024,10,15383,14202
6/05/2024,11,15420,14134
6/05/2024,12,15637,14166
6/05/2024,13,15601,14109
6/05/2024,14,15691,14178
6/05/2024,15,16186,14486
6/05/2024,16,16235,14929
6/05/2024,17,16143,15266
6/05/2024,18,16033,15455
6/05/2024,19,16179,15739
6/05/2024,20,16413,15838
6/05/2024,21,15948,15527
6/05/2024,22,15215,14656
6/05/2024,23,14973,13717
6/05/2024,24,14685,12814
7/05/2024,1,14183,12335
7/05/2024,2,13715,12021
7/05/2024,3,13746,11900
7/05/2024,4,13556,12044
7/05/2024,5,14110,12507
7/05/2024,6,15186,13335
7/05/2024,7,15939,14265
7/05/2024,8,16314,14561
7/05/2024,9,16033,14346
7/05/2024,10,15784,14154
7/05/2024,11,15815,14020
7/05/2024,12,15931,14026
7/05/2024,13,15932,14097
7/05/2024,14,15942,14182
7/05/2024,15,16584,14568
7/05/2024,16,17056,15270
7/05/2024,17,16384,15525
7/05/2024,18,16169,15454
7/05/2024,19,15960,15529
7/05/2024,20,16529,15695
7/05/2024,21,16559,15506
7/05/2024,22,15616,14488
7/05/2024,23,15056,13407
7/05/2024,24,15053,12769
8/05/2024,1,15009,12403
8/05/2024,2,14377,12070
8/05/2024,3,14187,11898
8/05/2024,4,14128,11758
8/05/2024,5,14422,12222
8/05/2024,6,15453,13013
8/05/2024,7,16281,14153
8/05/2024,8,16151,14503
8/05/2024,9,16415,14468
8/05/2024,10,16716,14635
8/05/2024,11,16910,14599
8/05/2024,12,17302,14803
8/05/2024,13,17425,14991
8/05/2024,14,17657,15308
8/05/2024,15,16791,15043
8/05/2024,16,17527,15291
8/05/2024,17,17349,15623
8/05/2024,18,17471,15619
8/05/2024,19,17106,15661
8/05/2024,20,17087,15921
8/05/2024,21,17164,15609
8/05/2024,22,16690,14744
8/05/2024,23,15887,13752
8/05/2024,24,14875,13030
9/05/2024,1,14406,12673
9/05/2024,2,13678,12272
9/05/2024,3,13592,12008
9/05/2024,4,13777,12148
9/05/2024,5,14045,12571
9/05/2024,6,14984,13543
9/05/2024,7,16280,14840
9/05/2024,8,16055,14829
9/05/2024,9,15201,14222
9/05/2024,10,15279,14011
9/05/2024,11,15680,14079
9/05/2024,12,15835,14313
9/05/2024,13,16337,14793
9/05/2024,14,16461,14906
9/05/2024,15,16517,14922
9/05/2024,16,16646,15382
9/05/2024,17,16788,15699
9/05/2024,18,16483,15581
9/05/2024,19,16292,15556
9/05/2024,20,16290,15724
9/05/2024,21,16142,15479
9/05/2024,22,15734,14490
9/05/2024,23,15165,13529
9/05/2024,24,14842,12879
10/05/2024,1,14292,12566
10/05/2024,2,13723,12088
10/05/2024,3,13587,11852
10/05/2024,4,13489,11969
10/05/2024,5,13900,12447
10/05/2024,6,14793,13426
10/05/2024,7,15666,14595
10/05/2024,8,16087,14876
10/05/2024,9,16065,14668
10/05/2024,10,15549,14176
10/05/2024,11,15806,14270
10/05/2024,12,15787,14249
10/05/2024,13,16000,14364
10/05/2024,14,16272,14580
10/05/2024,15,16379,14501
10/05/2024,16,16530,14720
10/05/2024,17,16576,14920
10/05/2024,18,16640,14991
10/05/2024,19,16557,15156
10/05/2024,20,16741,15380
10/05/2024,21,16653,15394
10/05/2024,22,15971,14560
10/05/2024,23,14219,13437
10/05/2024,24,13620,12424
11/05/2024,1,13308,11843
11/05/2024,2,13237,11574
11/05/2024,3,13402,11411
11/05/2024,4,13773,11418
11/05/2024,5,14278,11758
11/05/2024,6,14423,11974
11/05/2024,7,14823,12368
11/05/2024,8,15311,13111
11/05/2024,9,14859,13281
11/05/2024,10,15458,13495
11/05/2024,11,15103,13481
11/05/2024,12,15381,13565
11/05/2024,13,15130,13407
11/05/2024,14,15262,13423
11/05/2024,15,15627,13667
11/05/2024,16,16175,14139
11/05/2024,17,16474,14539
11/05/2024,18,16142,14535
11/05/2024,19,15822,14231
11/05/2024,20,15732,14371
11/05/2024,21,15594,14284
11/05/2024,22,15520,13560
11/05/2024,23,15323,12867
11/05/2024,24,14709,12227
12/05/2024,1,14026,11658
12/05/2024,2,14041,11473
12/05/2024,3,14261,11383
12/05/2024,4,14249,11508
12/05/2024,5,14007,11560
12/05/2024,6,14146,11872
12/05/2024,7,14458,12399
12/05/2024,8,14401,12935
12/05/2024,9,14293,13085
12/05/2024,10,14524,13085
12/05/2024,11,14651,13158
12/05/2024,12,14995,13257
12/05/2024,13,14776,13113
12/05/2024,14,14920,12971
12/05/2024,15,15085,12993
12/05/2024,16,15090,13178
12/05/2024,17,15838,13728
12/05/2024,18,16289,14012
12/05/2024,19,16561,14258
12/05/2024,20,17079,14614
12/05/2024,21,17089,14615
12/05/2024,22,16592,13797
12/05/2024,23,15287,12744
12/05/2024,24,14848,12043
13/05/2024,1,14399,11578
13/05/2024,2,14373,11286
13/05/2024,3,14309,11224
13/05/2024,4,14531,11385
13/05/2024,5,15161,12025
13/05/2024,6,15396,13184
13/05/2024,7,16745,14448
13/05/2024,8,17170,14986
13/05/2024,9,16650,14829
13/05/2024,10,17089,14689
13/05/2024,11,17428,14888
13/05/2024,12,17613,14870
13/05/2024,13,17490,14771
13/05/2024,14,17596,14846
